plantBEC,seedBEC,HTp
ESSFdkw,ESSFmkp,0.893929549
CWHdm,CWHwh1,0.893916208
SBPSxc,ICHwk3,0.893889692
IDFmw2,IDFxc,0.893884497
ICHxm1,ICHmw3,0.893873357
ESSFmvp,ICHmm,0.893858875
ESSFmvp,MHunp,0.893842207
ESSFdc2,ESSFmww,0.893840415
ESSFwk1,SBSdh2,0.893835704
MSdv,SBSdw3,0.893825656
ESSFwh1,ESSFwk1,0.893813886
MHmmp,ESSFwc4,0.893799124
ESSFxcw,ICHmw3,0.893789153
IDFdw,SBSmc2,0.893785648
ESSFdkw,ICHdk,0.893784997
IDFmw2,ICHmk1,0.893779787
ESSFwh1,ESSFdc1,0.893727544
IDFxh1,IDFxh2,0.893708913
ESSFwvp,ESSFvcp,0.893684719
ESSFmm2,ESSFwv,0.893665263
MSdm2,ESSFdc2,0.893655049
ESSFxvw,SBSwk1,0.893654839
ESSFmmw,ESSFmcw,0.893651314
ESSFmc,ESSFxc2,0.893641937
IDFdk3,MSxk2,0.89363055
ESSFdvw,ESSFmmw,0.893628694
ESSFdvp,ESSFwv,0.893627076
ICHmw3,ICHmc2,0.893625405
ESSFmv1,SBSmk2,0.893617471
MSdm3,ESSFdc3,0.893616905
ICHmk3,ESSFwh1,0.893596994
ICHwc,SBSdh1,0.893577394
ESSFmv3,MSdc2,0.893574793
ICHvk1,CWHwm,0.893573799
IDFdk5,SBSmw,0.893572774
ESSFmw2,CWHxm2,0.893567529
IDFxw,ICHmk2,0.893561475
ESSFdh2,ICHmc2,0.893560624
SBSdw3,SBSvk,0.893548767
ESSFwm1,ESSFdc2,0.893540661
MSxk2,MSdc2,0.893535326
ESSFdcw,MSdv,0.893532289
SBSmk1,SBSdk,0.893531022
ESSFwvw,ESSFdc3,0.893527733
SBSdw1,SBSwk1,0.893509199
ICHvc,ICHdk,0.893504312
ESSFmc,ESSFwc3,0.893497444
ICHdm,CWHxm2,0.893489014
ESSFmcp,ESSFwmw,0.8934859
ESSFdv1,ESSFmm2,0.893476656
ESSFwvw,SBSmm,0.893468063
IDFxx2,IDFxh2,0.893466006
ESSFxcw,SBSmw,0.893446741
SBSun,ICHvk2,0.893444894
ESSFwmp,ESSFdh1,0.893425751
ESSFdcp,MHmm1,0.893414862
SBSmm,SBSmc3,0.893413489
ESSFun,ESSFvc,0.893400585
ESSFwk1,ESSFdc3,0.893388726
ESSFdc1,MSdc1,0.893386345
ICHwk3,ICHdk,0.893384241
ESSFwk1,MSdm1,0.893383677
ESSFxv1,ESSFxvw,0.893373661
ESSFunp,ESSFwcp,0.893373254
ESSFmw,ESSFdv2,0.893361796
ESSFwh2,ESSFwk1,0.89335826
SBSwk2,CWHds2,0.893356729
BWBSdk,BWBSwk3,0.89335387
MSdc2,ESSFwm3,0.893349559
MSdc2,ICHxm1,0.893348549
MSxk3,ESSFdv2,0.893316136
SBSdk,ICHvc,0.893300924
ESSFmm1,ESSFdc3,0.893296441
ESSFmh,MSdm2,0.893287636
ESSFwc2,ESSFmw2,0.893284022
ESSFmv3,MSdk,0.893283313
SBSmc3,IDFdk1,0.893280497
ESSFun,ESSFmkw,0.893270885
ICHmw2,ICHmk4,0.893262862
CWHms1,CWHvh2,0.893253964
ESSFmk,SBSwk2,0.893252599
IDFdk5,ICHmk3,0.893219309
IDFdk1,ICHmk3,0.893189701
SBSdw1,SBSmc1,0.893183898
SBSmm,ESSFvc,0.893171163
CWHms1,ICHdw4,0.893168198
MHmm2,CWHvh3,0.893147322
ESSFmc,SBSdk,0.893138433
ESSFwvw,ESSFwh2,0.893137195
ESSFxc1,SBSmc3,0.893133884
ESSFmkp,ESSFmcw,0.893132878
ESSFxvw,ICHdk,0.89313034
ICHdw4,IDFxx1,0.893125109
ESSFmv3,ICHmw1,0.893119816
ICHmw1,ICHvk2,0.89311229
MSdk,SBSdk,0.893100862
BWBSmw,ICHmk3,0.89309232
ESSFxc1,ICHwk4,0.893076075
IDFdw,ICHmm,0.893062087
IDFxm,ICHdm,0.893042727
ESSFwm4,ESSFmw2,0.893041302
ESSFxvw,ICHwk3,0.893039881
MSdc1,SBPSmk,0.893025967
ESSFxc2,SBSmk1,0.893021326
ESSFmv2,ESSFwm4,0.893019841
ESSFvcw,ICHmw2,0.893014182
ESSFwm2,SBSdh2,0.892998976
MSdm3,IDFdh,0.892995064
ESSFwh2,MSdm3,0.892983193
ESSFdkp,ICHwk1,0.892971482
ICHmw5,CWHms2,0.892962555
ESSFwh3,ICHmm,0.892960103
ICHwc,BWBSvk,0.892959214
ESSFmv1,IDFdw,0.892958777
ESSFmmw,CWHwm,0.892933961
ICHmc1,ICHmw5,0.892932926
ICHdm,ESSFwh2,0.892931503
SBSwk1,ESSFwh3,0.892922383
ESSFdc3,SBSdk,0.892916012
ESSFmv1,ESSFwk2,0.892910176
ESSFxvw,ICHmk1,0.892909888
BWBSmw,ICHdw3,0.892899224
ICHmm,ESSFvc,0.892886596
SBSmm,MSdc3,0.89288528
ESSFwk2,MHmmp,0.892877651
ESSFmw,ESSFxc2,0.892875145
IDFdm1,ICHmw2,0.892868851
ESSFwmp,ESSFxv2,0.892866208
ESSFmmw,ESSFdkp,0.892862324
ICHdk,ICHmc1,0.892857678
ESSFmv4,BWBSmw,0.892847507
ESSFdc2,MSdv,0.892835877
MSdm1,SBSmc1,0.892834515
ESSFmmw,MSdw,0.892833342
SWBmk,SBSmk2,0.892832334
ESSFmkw,ESSFdv2,0.892832157
MHmm1,CWHwm,0.892829287
ICHdw3,ICHvk1,0.892821802
ESSFwv,ICHmk4,0.892814319
ESSFmv2,ESSFmh,0.892811623
ESSFdh2,CWHms1,0.892802498
IDFdm2,IDFxk,0.892793546
ICHmk1,MSdm2,0.892788308
ESSFxc3,MHmm2,0.892760991
ICHmk1,IDFdc,0.89275907
ESSFmw1,ICHxw,0.892748389
BWBSwk1,ESSFmv2,0.892742438
ESSFxc3,IDFdk4,0.892734251
ESSFwk1,MSdk,0.892731176
ICHvk1,CWHmm1,0.892726896
ESSFdh2,ICHwk1,0.892726382
ESSFvcw,ICHmc1,0.892716631
MSxk1,ESSFmw2,0.892697475
ESSFdv1,ESSFwk1,0.892674814
CWHws2,ESSFwh1,0.892639032
MSxk2,IDFww1,0.89262117
ESSFwk1,ICHmk5,0.892615288
IDFmw2,IDFxk,0.892610037
ESSFxcp,ESSFvcp,0.892609846
ESSFwcw,ESSFmkp,0.892594427
MSdk,CWHws1,0.892557675
ICHmc1,ICHmw1,0.892557248
ESSFun,SBSun,0.892551669
ESSFwcp,ESSFmcw,0.892520225
ESSFwv,CWHds2,0.892517794
ESSFmmw,MHmm1,0.892514921
SBSwk2,ESSFvc,0.892509613
ICHmm,MSdm1,0.892508701
ICHdm,ESSFwh1,0.892500045
IDFxm,MSdm1,0.892489006
ESSFxc1,ICHmc2,0.892466692
ESSFwc3,ICHmk4,0.892455879
ESSFmc,ESSFdh1,0.892441479
ESSFmv2,ESSFwm3,0.892438661
ESSFmw,CWHmm1,0.892436731
ESSFmw2,ESSFwm3,0.892430135
MSdc2,IDFdk5,0.892421641
BWBSwk2,SBSdw1,0.892421516
ICHdk,IDFxm,0.892417125
SBPSmk,SBSvk,0.892403173
IDFdw,SBSmc1,0.892400858
ESSFwm1,MSdm3,0.892393374
ESSFwmp,ESSFwv,0.892371214
ESSFvc,MSdw,0.892364991
SWBmk,ICHmm,0.892361541
SBPSdc,ESSFwh2,0.892340268
ESSFmkw,CWHms2,0.89231715
MSxk3,ESSFwm1,0.892311438
ESSFmk,SBSmc2,0.892309957
SBPSmc,BWBSwk1,0.892307329
SBSmc1,ICHxw,0.89228985
CWHms1,CWHvh3,0.892283964
CWHvh3,CWHds1,0.89228336
ESSFwvp,MHun,0.892283192
IDFdm2,SBSdh1,0.892262545
ICHdm,ESSFwh3,0.892257566
ICHvc,SBSdw1,0.892249552
ESSFwvw,ESSFwvp,0.892249497
ESSFmwp,ESSFmc,0.892249157
ESSFwh3,ICHvk2,0.892243846
ESSFmv1,ESSFmkw,0.892241274
ESSFwc4,CWHmm1,0.892241205
ICHmw4,ESSFwh3,0.892234271
ESSFxcw,MHmm2,0.892229953
ICHwk2,SBSvk,0.892206707
ESSFwc4,ESSFmk,0.89218236
BWBSdk,SBSvk,0.892177888
ESSFwvp,ESSFmv3,0.892175021
ESSFxv2,ESSFwc3,0.892174016
CWHwh1,CWHms1,0.892155182
ICHwk2,ICHmk5,0.892142162
ESSFwc3,ICHmk3,0.892117331
ESSFwm1,MHmm2,0.892112961
ESSFdv2,ESSFmwp,0.892095017
SBSmc2,SBSmk2,0.892076985
ESSFdh2,ICHmk5,0.892074421
SBPSxc,IDFxc,0.892058156
ESSFmkw,SBSmw,0.892050583
SWBmk,ESSFmk,0.892045616
MSdc2,SBSdk,0.892042037
ESSFdk1,MHmm2,0.892031603
ESSFmv3,ICHmk5,0.892018926
ESSFwmw,MSdc3,0.892017306
MSdv,ESSFdcw,0.892016944
BWBSdk,ESSFmv4,0.892014727
MSdv,SBSmk1,0.892012565
ESSFdkw,ESSFmmp,0.89200547
CWHvh1,CWHmm2,0.891986597
SBSmm,SBSdk,0.891986322
ICHdm,IDFdm1,0.891981409
ICHdm,ICHmk5,0.891976459
ESSFwk1,ESSFdh1,0.891974236
ESSFmw2,SBSmw,0.891964728
ESSFwk1,ESSFmw,0.891951663
CWHvm1,CWHwh2,0.891945968
CWHws2,ESSFwh3,0.891944488
ESSFdc2,ESSFwc2,0.891939024
ICHmw1,IDFdm1,0.891915526
ESSFwc4,ESSFvcw,0.891908582
ESSFmw1,IDFdk2,0.891887225
ESSFxc3,ICHvk2,0.891887035
ESSFmv2,ESSFdk2,0.891885409
MHmmp,ESSFwh3,0.891881981
MSdk,IDFxx2,0.891867074
BWBSdk,SBSdk,0.89186127
SBSwk2,ESSFwk2,0.891861088
ESSFxvp,ESSFwvp,0.891852294
ICHmk5,ESSFwm4,0.891848428
ESSFmkw,ICHmw5,0.891830757
IDFdc,IDFxw,0.89182731
MSdc1,ESSFdc3,0.891810876
ESSFxv2,SBSmk1,0.891800068
ESSFxc2,IDFdm1,0.891794676
ESSFmmw,ESSFwvw,0.891781416
MSxk1,MSxk3,0.891780782
ESSFwvp,SBSmc1,0.891775333
ESSFmw,SBSdh2,0.891764019
ESSFmm1,ICHmw5,0.891756706
ESSFwc2,SBSdh1,0.891750981
CWHws2,ICHmm,0.89174785
SBPSxc,MSxv,0.891746789
ESSFdcp,ESSFwcp,0.891743001
ESSFmw,MSdk,0.891725471
ESSFvcp,ESSFmh,0.891718729
ESSFxv2,ESSFwmp,0.891718632
ESSFdc2,ESSFmk,0.891712503
ESSFmw2,MHmm2,0.891708832
ICHvk1,ESSFwh2,0.891692468
ESSFxv1,CWHwm,0.891689671
ESSFmm3,ESSFmc,0.891680835
ICHmw2,CWHmm2,0.891671096
ESSFwvw,ESSFdk2,0.89166698
SBSwk1,ESSFvc,0.891665512
ESSFxcw,ESSFwcw,0.89166024
ESSFwm2,ESSFdcw,0.891654371
IDFdm2,IDFww1,0.891649134
MSdc1,IDFxh1,0.891638741
IDFdk3,MSxk1,0.891626474
ESSFwmp,MSdw,0.891612572
MSdc1,CWHws1,0.891609397
CWHws1,CWHxm1,0.891596582
IDFdh,IDFxk,0.891579967
ICHmk2,IDFdh,0.891568447
ESSFmwp,MSdw,0.891564435
ICHmk2,IDFxh1,0.891555815
ESSFwvp,ESSFwm3,0.891539013
ESSFdv2,SBSmc3,0.891537819
SBSdk,CWHws1,0.89152853
ESSFmmp,ESSFmh,0.891525508
CWHwh2,CWHws2,0.891524665
ESSFmw,ESSFvcw,0.891522442
ESSFmwp,ICHmw5,0.891510638
ESSFxvw,ICHmc1,0.891503076
CWHwm,ICHvk1,0.891496853
ESSFwk2,ESSFmkw,0.891465295
ESSFmkw,CWHvm2,0.891464921
SWBmks,SBSwk1,0.891436998
ESSFdh1,ICHmk5,0.891423721
ESSFmv3,ESSFdc1,0.891415723
SBPSmk,IDFxx2,0.891397781
ESSFdcp,ESSFxvw,0.89137818
ESSFdcp,SBSdh2,0.891369963
SWBmk,ESSFmcw,0.891363567
MSdv,ESSFmv1,0.891349566
ESSFmv1,ICHdw4,0.891343857
ESSFxv1,SBSdw2,0.891339779
IDFdk1,ICHmk5,0.891334451
SBSmk2,SBSmc1,0.891333671
ICHmk2,SBSwk1,0.891322422
ICHvk1,SBSdh1,0.891320628
ESSFdkw,ESSFmc,0.891313468
ESSFxvp,ICHmm,0.891308206
ESSFwh1,ICHmk2,0.891289672
ESSFxcw,ESSFmm1,0.891264384
ESSFwm1,SBSdh2,0.891252155
ESSFxvw,SBSdh2,0.891243784
ESSFmkp,CWHvm2,0.891239598
ESSFmcw,MHun,0.891224856
ESSFwc2,CWHds1,0.891209505
ICHdk,MSdm2,0.89120638
ESSFwcw,ESSFdkw,0.891200343
ESSFwv,ESSFmh,0.891195291
ICHwk1,CWHxm2,0.891191929
ESSFxc3,ESSFdcp,0.891140497
SBSmc1,ESSFmk,0.891133983
ESSFdkw,ICHmw3,0.891127123
SBSdw3,ICHvk2,0.891121962
ESSFxvp,ICHvk1,0.891108794
ESSFxvw,ESSFwc3,0.891107292
ICHdk,ESSFwh2,0.89108271
ESSFmcp,ESSFdc3,0.89108255
CWHmm2,CWHds2,0.891060909
ESSFmmw,ESSFxv2,0.891032583
SBSmk1,SBPSdc,0.891020125
PPxh2,IDFxk,0.891017488
ESSFmmp,ESSFxc2,0.891017082
ESSFvcp,ESSFmw1,0.891006643
SWBun,SBSvk,0.891001901
BWBSmw,ICHwk3,0.890995196
ESSFmkp,ICHmw4,0.890986285
ESSFmw1,ICHwk3,0.890985746
ESSFmcp,ESSFwh1,0.890981751
MSdc3,IDFdk1,0.890979982
ESSFwc3,ESSFmc,0.890974361
MSdc2,ESSFmm1,0.890967902
MSdv,IDFdk5,0.890957406
ESSFmw1,ESSFwc4,0.890953703
ESSFwcw,ESSFwv,0.890951877
SBSdh1,SBSdh2,0.890917201
SBPSxc,IDFdh,0.890895538
ESSFwcw,ESSFvcp,0.890892986
ICHmw1,SBSmc1,0.89088455
SBSwk2,SBSmc2,0.890881427
MHwhp,CWHmm2,0.890875292
ESSFxcp,ESSFwc3,0.890873758
SBSmc2,IDFdw,0.890873394
ESSFwvw,SBSmk1,0.890870363
SBSdw2,IDFdc,0.890861602
ESSFmk,ESSFmc,0.89085455
MSxk2,ESSFwm4,0.890843517
MSdm2,IDFxm,0.890843357
IDFdc,SBSdw1,0.890811355
SWBmks,ESSFmmp,0.890807042
MSxv,ESSFxv1,0.890800586
ESSFwmw,ICHmk5,0.890793669
ESSFmk,ESSFdh2,0.890789566
ESSFdv1,ESSFwc2,0.890787016
IDFxk,IDFdk2,0.890777659
ESSFmm1,CWHds2,0.890772164
ICHmw4,CWHxm1,0.890766585
ESSFwh2,ESSFwm2,0.890752278
ESSFwm1,CWHds1,0.890750848
ESSFwc4,ESSFmm3,0.890739838
ESSFwk2,ESSFmm3,0.890730429
ESSFxvp,ICHvk2,0.890723558
ESSFxcp,MSxk2,0.890714916
ESSFmm3,ESSFwv,0.890705859
ESSFdc1,MHmm2,0.890700933
MSdv,SBSdk,0.890700914
ESSFmmp,ESSFmww,0.890692249
ESSFmkw,ICHdk,0.890689658
CWHms1,IDFww,0.890682114
SBSmk1,MSdm1,0.890673584
IDFww,IDFdh,0.890666838
MHmm2,CWHvm1,0.890665106
ESSFwmp,ESSFdvw,0.890588985
IDFxw,IDFdc,0.890584958
ESSFwvw,ESSFwh3,0.890571405
SWBmk,CWHwm,0.890562738
CWHmm2,ICHmw4,0.890555653
ESSFdc2,MSxk2,0.89054504
MHmmp,CWHms2,0.890538936
ESSFdvw,ICHmw2,0.890525337
SBSmk1,IDFdk5,0.890508997
ESSFdvw,SBSmc2,0.890486079
ESSFdk2,ICHwc,0.890468062
MSdv,ICHdw4,0.89046203
ESSFxv2,MSxk2,0.890452943
MSxk1,ESSFwm4,0.890451259
ICHdw1,ICHdw3,0.890444021
ESSFwcw,ESSFmmw,0.890443064
ESSFwcw,ICHdm,0.890430686
ESSFvc,ICHmc1,0.890428069
ICHmw1,CWHws2,0.890424447
PPxh1,IDFww1,0.89040698
MSdm2,ESSFwh2,0.890397376
MHun,ICHwk3,0.89039076
ICHmw2,ICHmk1,0.890385416
ESSFdc2,ESSFdv1,0.890384371
ESSFmkw,ESSFxc2,0.89037824
ESSFmc,SBPSmc,0.890350058
ICHmw1,SBSmm,0.890348085
MSdm1,MSxk1,0.890339318
ICHwk3,ICHdw4,0.890334909
ESSFwm4,CWHmm1,0.890321599
MSdv,SBPSdc,0.890317226
ICHwk1,ESSFwh2,0.890314718
MHmmp,ESSFwh1,0.890312367
ESSFmk,SBSdw2,0.890308682
ESSFdcp,SBSmw,0.890302712
ESSFwm2,ESSFmm2,0.890302037
BWBSwk2,SBSdw2,0.890301121
SBSwk1,SBSmm,0.890300727
ESSFwmw,ICHdk,0.890287843
IDFdw,SBSmc3,0.890287362
ESSFxv2,SBSdw1,0.890286055
ESSFdv1,IDFdm1,0.890279254
SBSmc3,SBSmk2,0.890278568
ESSFmvp,ESSFwmw,0.890271932
ICHwk2,IDFdm2,0.890251556
ESSFwv,SBSwk3,0.890234016
ESSFunp,ESSFmc,0.890233609
ESSFxcp,ESSFmmp,0.890223274
ESSFdh1,ESSFwh1,0.890202058
SBSmk2,SBSun,0.890183112
MHmmp,ESSFwm3,0.890171016
ICHmw3,IDFdm2,0.890170605
ESSFwh1,MHmm1,0.890163613
ESSFxcp,CWHms1,0.890159858
ICHdw3,SBSmw,0.890159751
ESSFwvp,ESSFmmw,0.890158899
ESSFxc2,ESSFxc3,0.890147774
ESSFdh2,ESSFmw1,0.890141651
MSxk2,ESSFxc1,0.890119362
ICHmw3,CWHxm2,0.890115606
ESSFxc1,IDFdk4,0.890114139
ESSFmvp,SBSmk1,0.890110095
MSxv,ESSFmm1,0.890105956
ESSFwvp,ICHvk1,0.890098992
ICHvk1,CWHmm2,0.89009587
IDFmw2,CWHds1,0.89007333
MSdm3,ESSFwm4,0.890072042
IDFxx2,IDFdk5,0.89006541
MSdc2,SBSwk3,0.890064811
ESSFdc1,ESSFmk,0.890061214
SBSwk2,ESSFmk,0.890059491
SBSmc1,SBSmc3,0.890035674
ICHmc1,ICHmk4,0.890027925
ESSFxvp,ICHwk3,0.890016795
ICHmk5,SBSdk,0.890011983
ESSFmww,MSxk3,0.890000591
ESSFwmw,ICHmw1,0.889994144
ESSFvcp,MHwh1,0.889969053
SBSvk,CWHms2,0.889962627
SBSun,ICHwk4,0.889935121
MSdm3,SBSdk,0.8899304
ESSFmmw,ESSFmwp,0.889928499
SBSdw3,SBSwk3,0.889926708
MSdc2,BWBSwk1,0.889877908
ESSFxvw,ESSFmv2,0.889875709
SBSmw,SBSvk,0.889836792
ESSFwh1,ESSFwm1,0.889828683
IDFww1,ICHdw4,0.88982744
ESSFwk2,SBSmw,0.889808256
SBSmc1,ESSFwc4,0.889806537
IDFdc,ICHdk,0.889805653
ESSFmm3,ESSFwc3,0.889795147
SBSwk3,IDFmw2,0.889770567
MSxk1,ICHmm,0.889761319
CWHms2,CWHms1,0.889750466
MSxv,ESSFwv,0.889738416
ESSFdvw,ICHwk3,0.889736512
ESSFmvp,ESSFdc3,0.889727736
ESSFwm3,MSdw,0.889721915
ESSFmmp,BWBSwk1,0.889721782
ESSFdv1,ESSFmv1,0.889712951
ESSFxcp,ICHdk,0.889692817
MHmm2,CWHmm1,0.889683073
ESSFmcp,SWBmks,0.889670658
ESSFmww,ESSFmkw,0.889668726
ESSFmwp,MSxk3,0.889645725
ICHvk2,SBSdh1,0.88964004
IDFdm1,IDFdc,0.889639853
ICHmc2,ICHmw1,0.8896382
ESSFwvp,ESSFmcp,0.889629338
SBSdh2,ICHxw,0.889611761
ESSFxv2,ESSFwk2,0.889604087
SWBvk,ICHwc,0.889598852
ESSFxv2,BWBSwk1,0.889585714
ESSFmcp,ESSFdkw,0.889578526
SBSmh,IDFxx2,0.88957591
SBSdh1,MSdm1,0.889572107
ESSFwvw,MHun,0.889567162
ICHmm,ESSFwk1,0.889562659
ICHmk5,IDFxx2,0.889557538
ESSFvc,ESSFmm1,0.88953681
ESSFwv,ESSFdc3,0.889534089
ESSFdv2,CWHmm2,0.889515604
ICHmk3,SBPSmk,0.889509225
ESSFwc2,ICHmk5,0.889490238
ICHwc,ICHmk3,0.889484544
SBSmk1,ESSFmm2,0.889474269
ESSFdk2,SBSmc2,0.889472196
MSdc3,ESSFmm3,0.889461847
ESSFxcp,ICHwk1,0.889456759
MSdc2,ESSFmc,0.889453231
ICHwk1,CWHmm2,0.889452694
ESSFxc3,IDFww,0.889438748
ESSFmm3,SBSmc2,0.889432924
MHwh,CWHws2,0.889412203
ESSFwm2,CWHvm2,0.889408873
ESSFxcp,SBSmc2,0.889404129
ESSFwc2,MSdk,0.889400359
ESSFdcw,ICHvc,0.889389703
ESSFwm4,ESSFdc3,0.889384475
ESSFwc2,ESSFdc3,0.889383575
ESSFwcp,ESSFmc,0.889374032
SBSdh2,SBSmc2,0.88937145
ESSFvcw,ESSFmm2,0.889365915
ESSFmw1,CWHxm1,0.88936466
MHmmp,CWHms1,0.889344094
ESSFdc1,ICHmc1,0.889335068
MHwh1,CWHws2,0.889311587
MHun,BWBSwk2,0.889303327
MSdc2,ESSFmkw,0.889259545
ESSFwvp,ESSFdk2,0.889252405
ESSFmw,ICHdw1,0.889230134
ESSFxv2,ESSFxcp,0.889227556
ICHwk1,SBSmh,0.889226758
IDFdw,MSdc3,0.889223247
ESSFmm1,ICHdk,0.889221749
ESSFwcw,MHwh1,0.889187336
ESSFwmp,ICHdm,0.88918664
ESSFxv1,SBPSmc,0.889177055
ESSFmv2,ESSFdc1,0.889174057
ICHvk1,ICHmw1,0.889158483
MSdv,IDFdk1,0.889153554
ESSFmv4,ESSFvc,0.889152352
MSdk,ICHmc1,0.889145445
MSxk2,ICHwk4,0.889130734
ESSFmcw,ESSFwcp,0.889097474
ESSFmh,ESSFdc1,0.88909689
MSdc3,MSxv,0.889086865
MSdm3,ICHmc1,0.889072636
ESSFmv4,ICHvk1,0.889072176
ESSFdk2,CWHws1,0.889070125
MHmm2,ESSFwm2,0.88906873
ICHdw4,IDFdh,0.88905779
MSdm2,CWHws1,0.889048237
ESSFdc3,ESSFwm3,0.889046822
ESSFdc2,IDFdw,0.889043479
SBSmc1,MSxk1,0.889043409
ESSFwv,ICHmw4,0.889039611
ESSFwvw,ESSFdc1,0.889038636
ESSFwk2,ESSFwm1,0.889034431
BWBSwk1,ICHdm,0.889018586
ESSFmw1,ESSFwm2,0.889018445
ESSFmcw,ESSFwmw,0.889016388
ESSFwh1,CWHwm,0.889015135
ESSFmv3,ESSFwm4,0.889006352
ESSFwm3,CWHds2,0.888998448
ESSFxcp,ESSFwcp,0.888988138
SBPSdc,MSdc1,0.888977701
ESSFwc2,ESSFdk2,0.888975727
MSdc1,MSxk3,0.888962545
CWHwh2,CWHds1,0.888960891
ESSFxc2,IDFdw,0.888950218
MSdc3,ICHvk2,0.888945601
IDFxh2,SBSmh,0.888942187
ICHmm,SBSdw2,0.88893337
ESSFxv2,ESSFxvp,0.888914847
SBPSmc,ESSFwh1,0.888912426
ESSFwvw,ESSFwm1,0.888901503
ICHwk1,ICHdk,0.888889066
SBSwk2,ESSFwc2,0.888877034
ICHmw5,SBSdw1,0.888867428
ESSFwcp,ESSFdc3,0.888855249
ESSFmmp,ESSFdv2,0.888831635
SBPSdc,MSxk1,0.888828131
MSdc1,SBPSmc,0.888822322
ESSFwc4,ICHdw1,0.888817718
ICHmm,SBSmm,0.888811785
ICHwk2,SBSdw2,0.888794369
SBSdh2,SBPSdc,0.888792852
ICHmk5,ICHmc1,0.888779861
SBSmc1,MSdc3,0.888767232
SBSmk2,BWBSwk2,0.888760674
MSdk,ICHvk2,0.888756292
SBSdh2,SBSdk,0.888755164
ESSFwc3,ESSFmh,0.888741532
ICHmk4,SBSdw1,0.888738261
MSdv,ICHvc,0.888731563
MSdw,SBSmm,0.888729253
ESSFwh3,MSdw,0.888722201
MSdm2,MSdc3,0.8887134
ESSFmmw,MSdk,0.888687516
ESSFdvw,SBSmc3,0.888684083
ICHmk4,IDFww,0.888680835
ESSFwh2,SBSmh,0.888679159
BWBSwk1,ESSFmm1,0.888670688
ICHdw1,ICHmw5,0.888639694
ESSFwcw,MHwhp,0.888634454
ESSFwcw,MSdw,0.888592764
ESSFmkw,ICHmw1,0.888576638
ESSFwc2,ESSFmm2,0.888575732
ICHmw2,ICHvk1,0.888556692
ICHvc,ICHmw1,0.888526723
ESSFxcw,ICHwk3,0.88850375
ESSFwm2,ICHmc2,0.888501303
ESSFxc3,ESSFmwp,0.888500016
ICHwk3,SBSmh,0.888490759
MSxk1,IDFxx1,0.888480824
ESSFwmp,ESSFdv1,0.888477694
SBPSmc,ESSFmv1,0.888473407
ICHwk3,ESSFmh,0.888471666
ESSFmw2,SBSdh2,0.888456198
ESSFxcw,ESSFxcp,0.888440026
MSdk,SBSmk1,0.88842998
ESSFwm2,MSdc3,0.888426553
ESSFwcp,ICHwk2,0.888421046
ICHwk3,ESSFvc,0.888403337
MSdc3,SBPSxc,0.888367457
SWBuns,SWBvk,0.88835614
ESSFmm1,MSdw,0.888352389
MSdc3,SBSdw3,0.888341565
BWBSwk1,MSdm3,0.888329311
ESSFdh2,ICHmk4,0.888318351
ESSFwc4,MSdk,0.888316133
ICHmk5,CWHds1,0.88831593
SBSdh1,SBSwk1,0.888309995
IDFdm1,CWHds2,0.888308881
ICHwk1,ICHxw,0.888305441
ESSFxv2,ESSFmcw,0.888288123
ESSFwm3,ESSFvcw,0.888281934
ESSFwvw,ESSFwm3,0.888280293
MSdm2,SBSdh2,0.888275
ESSFunp,ESSFwcw,0.888269176
ESSFmmp,ICHwk2,0.888260242
ESSFwcw,ESSFmww,0.888256559
ICHvk1,SBSwk1,0.888256051
ESSFxc1,ESSFwc4,0.888250538
SBSmm,ESSFwc2,0.888249783
SBSdk,SBPSxc,0.888247854
MHmmp,ESSFwk2,0.888247341
ESSFdvw,ESSFdvp,0.888232195
ESSFmwp,ESSFwv,0.888213952
MSdc1,ESSFwm4,0.888208929
ICHmk5,CWHms1,0.888194202
ESSFwmw,CWHmm2,0.888191045
ICHwc,SBSmw,0.888184505
ICHdm,CWHms2,0.888177907
ESSFwv,CWHms1,0.888167729
CWHws2,MHwh1,0.888166955
ESSFdkw,ESSFdh1,0.888162594
ESSFmvp,SBSwk3,0.888160927
ESSFmm1,CWHvm2,0.888155549
IDFdm2,ICHdm,0.888147678
ICHwk3,ICHdm,0.888131841
ESSFwmw,ICHmk1,0.888116312
MSdm3,ESSFdc2,0.888110056
ESSFdvp,ESSFwc3,0.888102525
ESSFxv2,ICHmc2,0.888076464
CWHds1,CWHws1,0.888068464
ICHvk1,ICHmc2,0.888059305
SBSmc3,MSxk3,0.888053123
ESSFmm1,ICHdm,0.888046271
SBSmm,ESSFmw2,0.888038545
ESSFmmp,ESSFmw1,0.888019964
ESSFdkw,SBSmw,0.887997851
SBSwk2,ICHmk2,0.887982059
MSxk2,ESSFxc2,0.887962188
ESSFmm2,SBPSdc,0.887962033
ICHdw3,IDFdk5,0.887953478
ESSFwcp,ESSFmh,0.887945725
SBSmh,CWHws1,0.887943803
ICHmk1,MSdk,0.887938391
ESSFwv,ICHdw3,0.887938141
ESSFmvp,ESSFdcw,0.887928011
ESSFdv2,ESSFdcp,0.887919995
CWHws1,CWHws2,0.887918544
ESSFmw1,MSdk,0.887902204
ICHvk2,ICHmw5,0.887880469
MSdm1,MSdc1,0.887879583
SBPSxc,IDFww1,0.887876126
SBSmk1,CWHwm,0.887873505
