plantBEC,seedBEC,HTp
ICHdw1,ESSFwh3,0.777767124
BWBSmk,SBSwk1,0.777762082
SBSvk,MSdc2,0.777749181
ESSFmm1,ESSFmwp,0.77774489
SBSmk2,MSdc3,0.77773046
ESSFmm3,ESSFwvp,0.777719929
SBSmc3,ESSFxv2,0.777714508
IDFdm1,ICHmm,0.777699095
ESSFmv2,ESSFxv2,0.777686399
CWHxm1,ICHmw5,0.777684011
ESSFdh1,MHmm1,0.777680491
ESSFwk2,ESSFdcp,0.777637556
IDFww1,IDFdw,0.777628614
ICHmw5,SBSmc2,0.777628517
CWHws1,ESSFwk1,0.77762514
IDFww1,ICHmk2,0.777623497
ESSFwm3,MSdv,0.777608237
SBSmw,MSxv,0.77757182
ESSFmv2,ESSFxc3,0.777570435
ESSFxvw,IDFdm1,0.777570429
SWBmk,ESSFxv1,0.777567577
BWBSwk3,ESSFwc3,0.777562101
ESSFdc3,IDFww1,0.777561688
IDFdh,ICHmk2,0.777560131
ESSFmv3,IDFdk5,0.777551312
CWHmm2,ESSFwm3,0.777551237
MSdk,MHmm2,0.777540404
ESSFun,SBPSdc,0.777539087
ICHmw4,ICHvc,0.777534176
ESSFdc1,ESSFmwp,0.7775286
MSdc1,ESSFmm1,0.777489166
ICHdk,ESSFmm1,0.777487893
ESSFdh2,ESSFxc3,0.777474686
ESSFxv2,BWBSwk2,0.777469499
MSdm1,ICHwc,0.777451566
ESSFwv,ESSFxc1,0.77744661
IDFdk2,CWHmm2,0.777435765
ESSFwh2,MSxv,0.777424254
SBSwk2,CWHds1,0.777407653
ESSFdc3,ESSFwvw,0.777406447
BWBSmw,ESSFmv2,0.777384762
ICHvc,ESSFvcw,0.777378299
IDFww,PPxh2,0.777358675
ESSFwvw,MSdm2,0.777354245
ESSFmcw,BWBSwk3,0.7773226
ESSFxvw,MHun,0.777314641
ESSFvc,MSdv,0.777299936
CWHms2,ICHwk2,0.777272214
CWHds1,IDFxx1,0.777270809
SBSmm,SBSun,0.777263934
MHunp,ESSFwc4,0.777253439
ICHdm,IDFxh2,0.777244618
IDFxm,MSdc3,0.777227873
ESSFmm2,ESSFdvw,0.777213874
IDFdm1,SBSmc1,0.777190114
ESSFmwp,BWBSvk,0.777160931
ESSFmcw,IDFdw,0.777157384
CWHmm1,ICHxm1,0.77712577
SWBun,ICHdk,0.77711805
SBPSdc,ESSFwk2,0.777098708
ESSFxcw,SBSmk2,0.777094263
ICHmc2,ESSFdc1,0.777093349
ESSFwh1,SBSwk3,0.777087835
MSdm1,CWHwh1,0.777085658
ICHdm,SBPSmc,0.777072081
ESSFmw1,SBSwk2,0.777068128
ICHwk1,SBPSdc,0.777015767
MHwhp,ESSFmkw,0.777001131
ESSFwh1,ESSFdv1,0.77700099
ICHmk5,CWHxm2,0.776998468
MHun,ICHdk,0.776982614
ICHwk4,ESSFwc3,0.776960602
PPxh1,ICHdw1,0.776942584
SWBvks,MHmm1,0.776937787
SBSwk2,IDFxm,0.776898658
ICHwk2,IDFxk,0.776896974
ESSFxcw,IDFxw,0.77689148
SBSvk,IDFdm2,0.77687893
ESSFvcw,ESSFxcw,0.776877009
ESSFvcw,MSxk1,0.776872813
CWHds2,IDFxc,0.776865199
IDFdw,BWBSmw,0.776863603
ICHmw2,MHmm1,0.776861547
CWHds2,ESSFmw2,0.776845835
SBSdh1,ESSFwc4,0.776843845
ESSFmh,MSxv,0.776835005
BWBSmw,ESSFdc3,0.776812398
ESSFvc,MSxk1,0.776810949
ESSFwk1,ESSFmv3,0.776807925
ESSFxcw,CWHvm2,0.776806521
SBSmc2,BWBSvk,0.77679063
SBSdw3,ESSFdk2,0.77676447
MHwh1,CWHds2,0.776752769
ESSFdkp,SWBvk,0.776751175
ESSFwcw,SBPSmc,0.776733087
ESSFxc2,CWHwh2,0.776717812
ESSFmw,IDFdk4,0.776714722
ESSFmw1,IDFxc,0.776700079
SBSun,ICHmk1,0.776688195
ICHdw1,ESSFwh1,0.776683585
MSdm2,PPxh2,0.776671629
ESSFdv2,SBSun,0.776649513
ESSFdcw,CWHdm,0.776644471
ESSFmv3,ESSFmwp,0.77662367
MHun,ESSFmcp,0.776619377
ESSFxc1,MHmm1,0.776614421
ESSFdh2,ESSFmv1,0.776591633
CWHws1,ESSFdh2,0.776550825
ICHxw,ESSFdh1,0.776550378
ICHmc2,IDFxx1,0.776540648
CWHwm,SBSdw1,0.776539058
BWBSmw,ESSFwk2,0.776538529
MHun,SBSdw1,0.776527137
MHmmp,ESSFdc2,0.776488938
MHmm2,ESSFwmp,0.776459782
ICHmc2,IDFxk,0.776443731
ESSFmm3,ESSFxvp,0.776423611
ESSFwm1,ESSFmkp,0.776410257
ESSFun,MSxv,0.776410142
SBSwk3,ESSFwm3,0.776408724
ICHmk4,SBSmc2,0.776403729
ICHmw2,ICHvc,0.776382789
ESSFvcw,SBSmh,0.776381015
ICHmw4,IDFdk2,0.77638101
ESSFdk2,ESSFun,0.776373762
BWBSwk2,ESSFdc1,0.776370069
MSdc1,SBSmk2,0.776350602
ESSFdc2,SBSmk2,0.77634874
MSxk1,SBSwk2,0.776329667
CWHvm2,ESSFwh2,0.776329131
ICHdm,MHmm1,0.776301659
MSdc2,IDFdh,0.776277913
ESSFwh1,ESSFwc3,0.776269937
ESSFmkp,BWBSwk2,0.776251914
ESSFwm4,SBPSxc,0.77623937
ESSFmv3,ESSFxcw,0.77623364
MHmm1,ICHdw3,0.776215537
SBSdw3,ESSFmv2,0.776214087
IDFmw2,SBSwk1,0.776209594
ESSFmw2,ESSFmcw,0.776209313
ICHmw4,ESSFdc3,0.776206116
SBPSmc,CWHms2,0.776197625
SBSmk2,IDFxk,0.776189882
ESSFwc4,SBPSmc,0.776181655
IDFdc,CWHmm1,0.776175625
CWHws2,MSdc2,0.776152358
ESSFmw2,IDFxx2,0.776144432
ICHdw1,SBSdw2,0.776126537
ESSFvc,SBSmc3,0.77612179
BWBSdk,IDFdk5,0.77612162
ICHmc2,MHmm2,0.77610845
ESSFmcp,ICHdm,0.776104874
ESSFwm4,MHwhp,0.776084695
MSdw,MHmm2,0.77606648
MSxk1,ICHwc,0.776058063
ICHmw2,ESSFwk1,0.776048248
ESSFdkp,SWBmk,0.776043955
ESSFmm1,SBSun,0.776039904
CWHms1,MSxk1,0.776000181
CWHms1,SBSdw2,0.775994736
ICHxw,ICHmk4,0.775975506
SBSdw1,MSxv,0.7759687
CWHds1,SBSmh,0.775953328
MHunp,ICHmm,0.775942073
ESSFmkp,SBPSdc,0.775918891
ESSFun,ESSFxc2,0.775898855
SBSmc1,IDFxc,0.775885135
ESSFmvp,ICHmw3,0.775881781
CWHws1,MHwh,0.775880764
ICHwk1,MSdc2,0.775873527
BWBSvk,ESSFmm1,0.77586995
MSdm1,CWHvm1,0.77586314
SBSdw2,SBSun,0.775862087
ESSFun,SBSdk,0.775860894
MHwhp,ICHvc,0.775857614
ICHvk1,MHwhp,0.775855014
MHwhp,ICHwk2,0.775850622
ICHwc,ESSFmw1,0.775850443
MSxv,ESSFmmp,0.775834881
ESSFmw2,ESSFxvp,0.775826383
MSxv,ESSFwcp,0.775824258
ESSFwm4,IDFdk1,0.775815602
CWHds2,MHmm1,0.775806325
CWHds2,ESSFvc,0.775805679
SBSmw,BWBSwk2,0.775802301
SWBuns,SBSmm,0.775793548
MSxk2,CWHmm2,0.775783695
CWHms2,ICHwk3,0.775781587
ICHmk2,MHmm2,0.775772422
ESSFdkp,CWHws1,0.775762169
ICHwk4,ESSFdcw,0.775746266
ESSFmv4,ESSFdcp,0.775715208
CWHvm2,ESSFwc2,0.775705141
ESSFun,MSdc3,0.775703667
ESSFwk2,SBSdk,0.775694202
MHmmp,SBSmw,0.775669443
SBPSmc,ESSFmv3,0.775667752
BWBSwk3,ESSFmm1,0.775662053
ICHmk1,PPxh1,0.775658637
CWHwh2,ICHmk4,0.775647196
MHmmp,CWHds1,0.7756309
BWBSmw,CWHwm,0.775610918
ICHmk1,CWHwh1,0.775567942
BWBSwk2,ESSFwm2,0.775535976
MSxk3,ESSFmmw,0.775532421
SWBuns,ESSFvcp,0.775527927
ICHmc1,CWHvh2,0.775517199
CWHmm1,ESSFwh1,0.775504277
CWHwh1,IDFww,0.775491648
ESSFdc3,CWHxm1,0.775477006
ICHdw1,ESSFwh2,0.775472659
MSdc3,ESSFxcp,0.775463744
CWHwh2,ESSFwh2,0.775458117
ESSFxcw,ICHxw,0.77545369
ESSFmv2,CWHds1,0.7754476
IDFxc,MSdm3,0.775435432
SBSdh1,ESSFmw2,0.775397945
MSdc2,ESSFmmp,0.775371823
SBSvk,SBSmk2,0.77536281
ESSFun,ICHmk2,0.775362612
MHun,ESSFwc4,0.775355564
ESSFvc,ESSFwcp,0.775348278
SBSdw3,ESSFmm1,0.775344989
ESSFdh1,ESSFdk2,0.775333849
CWHws2,MSdm2,0.775330973
ESSFmw2,IDFxw,0.775323922
IDFxx1,CWHds2,0.775321822
ESSFmk,CWHdm,0.775317594
ESSFwcw,ESSFmcp,0.775312929
MSxk2,ESSFwv,0.775286476
ESSFwc2,MSxk3,0.775277673
ICHdw4,SBSdh2,0.775274218
ICHwk3,CWHxm1,0.775273997
MHwh,ESSFmkw,0.775258787
ICHmw2,ESSFmw2,0.775255815
ESSFmm2,ESSFwmp,0.775249473
ESSFmv1,ESSFwmp,0.77523383
ESSFdcw,CWHvh2,0.775231093
ESSFvcw,ESSFxvw,0.775227366
MHmm1,ESSFmkw,0.775226199
ICHwc,ESSFvcw,0.775216366
ESSFdc2,ESSFwc3,0.775213373
ESSFxc1,ESSFmkp,0.77520509
ICHwc,IDFmw2,0.775173646
MSdm1,ESSFdcw,0.775167927
ESSFmcp,MHwh,0.775147372
ICHwk4,ESSFwcw,0.775137175
ESSFwmw,IDFdk5,0.775129138
ICHdk,ESSFwm3,0.775120726
SBSdw2,BWBSwk2,0.775114724
ESSFdcw,BWBSvk,0.775102135
ICHmw3,SBPSdc,0.775101854
ESSFxv1,ESSFunp,0.775087487
ESSFwc4,ESSFmmp,0.775080434
MSxk3,CWHwm,0.775066347
ICHwk2,IDFdk4,0.775066229
SBSwk1,IDFdw,0.775062832
ICHvk2,IDFdm2,0.775030472
ESSFxc1,ESSFwmp,0.775024985
MHwh,ESSFmm1,0.77501191
ICHmk5,MHmm2,0.774968769
ESSFwk1,IDFdm1,0.774964457
IDFxk,SBPSdc,0.774956271
ICHmk3,ESSFxc1,0.774941593
ESSFdc2,CDFmm,0.774937653
SBSmw,CWHxm1,0.774929539
CWHds1,MSdm1,0.774914437
ESSFvcw,CWHxm2,0.774913307
CWHds1,ESSFwh3,0.77490332
ICHmk5,ESSFmww,0.774901696
ICHxw,SBSdw1,0.774898869
ESSFwm2,ESSFmcw,0.774893298
IDFdm1,SBPSmc,0.774892951
CWHds2,IDFdk3,0.774880809
ICHwk1,MHwh1,0.77487969
ESSFvc,ESSFxv1,0.774861764
CWHmm2,ICHvk2,0.774840818
CWHvm2,ESSFwk1,0.774837677
ICHmk1,SBSwk3,0.774836854
ESSFwc4,CWHxm1,0.774833564
MHmm2,ESSFwvp,0.774818539
ICHdm,MHmm2,0.774797069
MSdc2,BWBSmw,0.774783553
SBSvk,CWHwh2,0.774783151
ESSFmv4,ESSFmw1,0.774772611
ESSFdkp,MSxk2,0.774759968
IDFdk5,SBSmk2,0.774738731
ESSFdvw,ESSFmv4,0.774731736
ICHdm,ESSFdk2,0.774720515
MHwh1,ICHmw2,0.77472004
ICHmm,BWBSmw,0.774719548
SBPSxc,PPxh2,0.774700382
MHmm2,SBSdw3,0.774699361
ESSFxc3,IDFxk,0.77469079
ICHvc,MHwh1,0.774671734
ESSFdcp,IDFdm2,0.774649723
ESSFmw1,IDFxw,0.774649072
ESSFwvp,SWBun,0.774639063
MSdm2,ESSFwm3,0.774614062
SWBmks,ESSFmww,0.774592708
ICHmk1,ESSFmk,0.774590724
ESSFmww,MHwhp,0.774568392
ESSFmc,ESSFunp,0.774558737
ESSFdc1,IDFxx2,0.77454932
CWHvh3,ICHmw3,0.774535191
ESSFwm4,ESSFmmw,0.774533725
IDFdk2,ESSFwh3,0.774533644
SBSmk2,BWBSmk,0.774507811
MHmmp,MHun,0.774505661
ESSFwm1,ESSFwmp,0.774503401
ESSFmcp,BWBSdk,0.774501836
ICHvk2,IDFdk5,0.774501662
SWBmk,MSdm3,0.77448355
CWHwh2,SBSvk,0.774465894
ESSFvcp,SBSdh1,0.774462217
SWBuns,MSdc2,0.774460466
ICHmk4,MSdc2,0.774424241
ICHmc2,CWHvm1,0.77441065
IDFdm2,SBSwk1,0.774409624
ESSFwh3,IDFdk5,0.77439337
CWHwh2,ICHmw5,0.774377106
ESSFwm1,CWHwh2,0.774376744
ESSFdh2,ESSFwc2,0.77437335
SWBmk,ESSFdkw,0.774373232
SWBvks,ESSFmvp,0.774344362
BWBSvk,ICHmw3,0.774335019
ESSFmm3,ESSFxcp,0.774317298
ICHwk4,SBSmk2,0.774296566
SBSmk1,ESSFvcw,0.774296506
MHmm2,ESSFmwp,0.774280013
MSdm2,ICHwc,0.774274868
ESSFdk2,SBSun,0.774274288
SBSdh1,MSdc2,0.774272646
ICHmw3,MSxk1,0.774266103
SBPSmk,CWHmm2,0.774265943
ESSFmv2,ESSFmvp,0.774265157
CWHmm1,ESSFmh,0.774162206
ESSFdk1,MHwhp,0.77416114
ICHvk2,MSdc2,0.774159065
SBSmk1,ESSFmv4,0.774155888
ICHmw5,MSdc2,0.774152472
CWHxm2,MHwh,0.774146365
ICHmw2,ESSFwc4,0.774130029
MHwhp,ICHwc,0.774124687
MSxk3,BWBSwk2,0.774075841
MHmmp,ESSFxc2,0.774071229
SBSdh2,ESSFxc1,0.774064306
MSdk,ESSFdv2,0.774060739
ESSFmmw,SWBmk,0.774020142
ESSFwc4,ESSFxv2,0.774011034
SBPSxc,ESSFxcw,0.773987247
ICHmc1,CWHwh2,0.773960034
IDFdw,ESSFvc,0.773957155
SBSwk1,CWHwh1,0.773932763
CWHds1,ICHmk3,0.773932202
ESSFdvw,MHwh,0.773891552
ESSFwk1,SWBvk,0.773888115
ICHmc1,ESSFxc2,0.773884042
ICHvc,MHmmp,0.773870094
IDFdk1,ESSFmv1,0.773856332
ESSFwk1,ESSFun,0.773835079
ESSFxcp,ESSFunp,0.773834793
ICHwk4,IDFxm,0.773805156
ESSFwm4,ESSFdcp,0.773800539
CWHvh1,MHwhp,0.773793803
IDFdk5,CWHms1,0.773790825
ESSFwh2,SBPSxc,0.773790282
ESSFwh1,ESSFmc,0.773765907
ESSFwvp,MSdc1,0.773764163
SBPSmk,ESSFmkw,0.77375095
SBSmw,CWHdm,0.773750285
ESSFxcw,ESSFmcp,0.77374437
SBSwk3,ESSFdv1,0.773733432
SWBun,MSdc2,0.773731108
SBSdw3,ESSFwk2,0.773721813
BWBSmw,IDFdk4,0.773719257
ESSFwcw,ESSFunp,0.773703341
MSxk1,ESSFxv2,0.773700866
ESSFdkw,SBSmk2,0.773682109
ESSFmw,ESSFun,0.773670655
ESSFwm3,BWBSvk,0.773611956
ESSFvcp,SBSmc3,0.773600569
ESSFwm1,SBPSxc,0.773575103
SBPSmc,ESSFxv2,0.773573682
ICHmk4,IDFxh1,0.773559564
ESSFdk2,CWHmm1,0.773556063
ESSFmmw,SBSmh,0.773549918
SWBuns,BWBSmk,0.773549224
ESSFmk,BWBSmw,0.773489531
MHwh,ICHwk2,0.773482536
ESSFmv1,IDFxh2,0.773473769
ESSFmw,ESSFxcp,0.773469129
ICHvk1,BWBSvk,0.773467038
ESSFxc2,BWBSmw,0.773463604
ESSFwm3,ESSFmc,0.773452651
ICHdm,IDFdk4,0.773452105
ESSFmvp,MSdm1,0.773437534
ESSFwc2,ESSFxv2,0.773421627
MSdc2,IDFxc,0.773376176
ESSFwm2,BWBSvk,0.773375596
ESSFwc3,SBPSmc,0.773371758
MSdw,MSdv,0.773370029
ESSFdk2,ICHxw,0.773365652
ICHmw1,ESSFmc,0.773364941
ESSFmk,IDFdk1,0.773344798
ESSFwk2,MHwh,0.773320513
CWHws1,SBSmc1,0.773313495
IDFdm2,MSxk2,0.77331181
MHwh,SBSvk,0.773305873
ICHdw3,ESSFwm1,0.773270675
ICHdw3,SBSmc3,0.773261619
ESSFwk1,ESSFmmp,0.773243328
ESSFvcp,MSdc1,0.773238338
ICHwc,MHwh1,0.773217449
ESSFwmw,IDFdc,0.773216929
BWBSvk,ESSFmv2,0.773191627
ESSFmvp,ICHmw4,0.773175739
ESSFunp,ESSFxc2,0.773175226
ESSFdv1,CWHvm2,0.77313514
ICHmc1,CWHdm,0.773114517
ICHmk2,ESSFmc,0.773110531
ICHdw1,IDFxw,0.773098178
ESSFmk,IDFxm,0.773093345
ESSFwm4,IDFxm,0.773084864
SBSdw3,MSdv,0.773078009
SBSdh2,ESSFmkw,0.773077589
ICHmm,ESSFdcw,0.773060448
MHwhp,ESSFmw,0.773052716
ESSFdkp,MHunp,0.773043899
ESSFwmp,SBPSxc,0.773029747
CWHvm1,ICHmw3,0.773026746
ESSFdv1,CWHwh1,0.773003528
ESSFwv,MHunp,0.77299378
IDFxk,SBPSmk,0.772988357
ESSFwc4,IDFdm1,0.772987055
ICHmk2,ESSFmww,0.772983956
ESSFdk1,ESSFxv2,0.772980451
ESSFmw1,IDFxx1,0.772960813
ICHmw2,ESSFwm1,0.772956952
CDFmm,CWHvh1,0.772947621
CWHwm,ICHdm,0.772943258
ESSFvcw,ESSFxvp,0.772941433
SBSdw1,ESSFmw,0.772934475
SBSmh,CWHxm2,0.772875582
ICHwk3,MSdc1,0.772869685
CDFmm,CWHwh1,0.772853801
BWBSwk1,IDFdm1,0.7728511
ICHmc1,MHwh1,0.772841895
ICHdw4,IDFdk1,0.772841325
ESSFmm3,MHun,0.77283899
ESSFwc3,CWHvh2,0.772826783
IDFdc,ESSFmw,0.772826624
CWHwm,ICHdw4,0.772825549
MHwh1,ICHwk2,0.772809099
ESSFmw2,MHwhp,0.772799636
SBSdh2,ESSFdv1,0.772796246
SWBmk,ICHdw3,0.772791604
CWHmm2,ICHmk2,0.772728599
SBSdh1,BWBSmw,0.772706007
SWBmks,SBPSdc,0.772689684
ESSFxc3,ESSFmcp,0.772685974
SBSmh,MSxk1,0.772680931
SBSmc1,BWBSvk,0.772677827
IDFxx2,IDFdw,0.772675727
ESSFdh1,SBSwk3,0.772673766
SBSmh,ICHwc,0.772663082
CWHds1,ICHmk2,0.772654202
IDFdk5,ESSFwm4,0.77264518
ESSFwmw,SBPSxc,0.772636166
ESSFdc2,ESSFmkp,0.772617827
ICHmk1,ESSFmm2,0.772592095
IDFxk,MSdk,0.772588372
ICHmw2,MSxk1,0.772572181
CWHws2,SBPSmk,0.7725694
MSdk,ESSFxc3,0.77256808
BWBSmw,ESSFmh,0.772564715
SBSmk2,ESSFwh3,0.772557032
CWHwh2,ESSFdh1,0.772552914
SBSmc2,IDFxx1,0.772552204
ESSFwh3,ESSFwk2,0.772516817
CDFmm,IDFxc,0.772486951
SBSmk1,IDFxk,0.772453683
ESSFwm1,IDFdw,0.772449492
CWHxm1,CWHvm2,0.772449003
SWBvks,ICHwk4,0.772422116
ESSFwcw,ESSFmv4,0.772411011
ESSFwk2,MSdv,0.772396099
ESSFwc3,ESSFxvp,0.772390775
ICHxm1,SBPSmk,0.772385758
SWBmk,ICHmk4,0.772354022
ESSFdc1,ESSFwmp,0.772340865
ESSFmm1,ESSFdvw,0.772333519
ESSFwmw,CWHwh1,0.772329882
CWHds1,IDFdh,0.772313781
ESSFmv2,ICHdw1,0.772291072
ESSFwv,ESSFmvp,0.772260057
SBSmk2,ESSFdc2,0.772257032
MSdc2,CWHdm,0.772241548
ESSFmkp,SWBmk,0.772240945
ICHdw4,CWHvm1,0.772240395
IDFdk5,MSdc3,0.772232305
ICHdw3,IDFdk4,0.772214253
ESSFdcp,IDFdk1,0.772204052
ESSFdkp,ESSFdh2,0.7721868
ESSFmm2,ESSFxcw,0.772183514
ICHdm,ICHwc,0.772181124
MHun,ESSFdc3,0.772179801
CWHwm,SBSdh2,0.772168508
BWBSvk,CWHmm2,0.772164802
IDFxh1,MSdw,0.772154248
ICHmw3,SBSdk,0.772143518
SWBmks,ESSFdc2,0.772142885
ESSFwh1,BWBSvk,0.772117061
ESSFxvp,IDFdk3,0.772098592
ICHvk1,SBSmc2,0.772077471
SBSwk3,ESSFdcw,0.772073904
ICHmw1,MSxv,0.772073007
SBSmc3,CWHmm2,0.772071263
MHwh1,SWBvk,0.772067404
ICHwc,MSdc2,0.772066684
ESSFdkw,BWBSvk,0.77205788
ESSFdcp,BWBSwk2,0.77204764
ICHmw5,IDFdk4,0.772040496
SWBmks,SBPSmc,0.772036347
ESSFmmw,MHunp,0.77203438
ESSFmkp,SBSun,0.772032362
IDFxk,MSxk2,0.772025567
ESSFmh,ESSFmkw,0.771996813
ESSFwh3,MSxk1,0.771996164
SBSmk1,IDFxx2,0.771990222
MHmm2,SBSmc3,0.771984325
MSdc3,ESSFmv3,0.771972649
MSxk3,CWHms2,0.771970599
ESSFwvw,MSxk1,0.771956167
ESSFwv,IDFdk5,0.77194826
CWHws1,IDFdm2,0.771937744
MSdk,ESSFmv2,0.771932283
ESSFmh,IDFxc,0.77191702
CWHws2,ESSFwcw,0.771912604
ESSFwvw,ESSFxcp,0.771898625
ESSFdk1,CWHwh2,0.771897898
MHwh,ESSFmk,0.771889012
ESSFwmw,CWHvh2,0.771887793
ESSFvc,IDFdm2,0.771885918
IDFdk4,ESSFdk2,0.771855184
CWHvm2,MHmmp,0.771846711
IDFxh2,ESSFmh,0.771834281
ESSFmm3,IDFdk1,0.771822875
ICHmk1,ESSFmw,0.771820645
MHun,ESSFdk2,0.771807879
ESSFwvp,MSxk3,0.771796046
CWHwh2,ICHmc1,0.771793793
SBSun,SBPSxc,0.771779238
ESSFmcw,SWBuns,0.771708093
IDFdk5,ESSFwh1,0.771702421
ESSFwv,IDFww,0.771686838
ESSFxc3,IDFxh1,0.771682091
MSdc3,ESSFwmp,0.771673377
ICHxw,ICHmw1,0.771673003
ICHwk2,SBSmk2,0.771646978
CWHds1,ICHmw1,0.771643102
ESSFwvw,BWBSwk3,0.771612566
IDFdw,SBSun,0.771604833
ESSFwmw,ESSFdvp,0.771599903
CWHms1,IDFdk5,0.771587055
ICHmc2,ESSFdc2,0.771554754
SWBuns,ESSFdkw,0.771526151
ESSFwc3,ESSFxvw,0.771515735
SBSmk2,IDFdk1,0.771509861
ICHxw,ICHdk,0.771480742
ESSFxc1,SBSmk2,0.771464365
ICHmm,CWHvh2,0.771452825
IDFxx2,ICHmw4,0.771444264
IDFxx2,ESSFdh1,0.771442234
ESSFdv2,BWBSvk,0.771440474
ICHwk3,IDFdm1,0.771436272
BWBSmw,ESSFwh2,0.771426845
ESSFwk2,SBPSmc,0.77142087
SBSvk,SBSdk,0.771415245
SBSvk,MSdc3,0.771410994
ICHxw,CWHmm2,0.771390069
ESSFunp,ESSFxvp,0.77136774
ESSFwc3,ESSFxc1,0.771361296
SBSmh,MSxk2,0.771360117
ESSFunp,ESSFxv2,0.771345198
MSdm1,CWHwm,0.771332321
CWHwh1,ICHdw3,0.771313784
IDFxc,ESSFdh1,0.771313067
ESSFwk1,SBPSxc,0.77129441
SBSmm,CWHvm1,0.771285892
CWHxm2,ICHvk1,0.771245356
ICHmw5,ESSFmk,0.771243385
ESSFdvp,IDFdk1,0.771202683
ESSFxcp,IDFdm1,0.771191053
ICHdk,ESSFdv1,0.771163847
ESSFmw1,MHwh1,0.771146091
ESSFmc,MHwh1,0.771137638
SBSdh1,ESSFwm2,0.771131467
CWHvh3,ESSFwh1,0.771131203
SWBun,ESSFmmp,0.771124593
SBSmk2,BWBSwk3,0.771121713
MHwh,ESSFwh2,0.771119341
CWHvh3,ICHwk3,0.771117919
ICHmm,MSxk2,0.771102285
ESSFwm2,CWHxm1,0.77109617
SBSmh,ESSFdc3,0.771083329
MHunp,SBSun,0.771033065
SBPSdc,ESSFdv2,0.771027281
BWBSwk1,ESSFdv2,0.771025728
MHun,ICHmw3,0.771023643
ICHmw5,SBPSmc,0.771021573
MHwhp,ESSFmk,0.771002328
IDFxx1,ICHmw2,0.770984292
ICHwk3,ESSFxc2,0.770976716
ESSFxvw,CWHwh2,0.770969526
ICHwk2,ESSFmv1,0.770957666
ICHmw3,ESSFmw2,0.770955552
ESSFdkw,ESSFunp,0.770951564
ICHwk3,ESSFwc3,0.770947606
CWHds1,IDFxh1,0.770940973
SBSwk1,CWHvm1,0.770923776
SBSwk3,ESSFvcw,0.770917003
ICHwk2,ESSFwk2,0.770916449
SWBvk,ESSFwcw,0.77088916
ICHwc,CWHwh1,0.770877616
CWHwh2,ICHmm,0.770867926
IDFxh2,ICHmk4,0.770860707
ICHmw5,SBSmc3,0.770843659
ESSFwv,MSxk2,0.770830804
MHwh,ESSFwcw,0.770826854
ICHmw2,IDFxm,0.770826335
SBSdw2,ESSFxc1,0.770809768
CWHvm2,ESSFmw1,0.770805652
ESSFwh3,ESSFmkw,0.7707944
SBSwk2,IDFdw,0.770785885
CWHvh2,ICHmw2,0.770742161
MSdw,ESSFmm1,0.770700963
IDFxw,MSxk3,0.770681278
CWHws1,SBSdh2,0.770674809
MHun,ESSFwcw,0.770670105
MHwhp,ESSFwh2,0.770666034
ESSFmv1,ESSFvcp,0.770659915
ICHvk2,ICHxw,0.770656991
ESSFwc4,ESSFmwp,0.77065334
ICHmk2,ESSFmm1,0.770642769
ESSFmm1,MSxk3,0.770640483
ICHmc2,BWBSmw,0.770629181
ICHmw2,SBSdw3,0.7706255
ESSFdcw,ESSFwvp,0.770619078
SBSun,MSdc2,0.770600544
ICHmk5,CWHmm1,0.770578947
MSxk3,ESSFwc3,0.770578338
ESSFwm2,ESSFxvw,0.770578108
CWHwh1,ESSFdh1,0.770571508
ESSFvc,ESSFdv1,0.770550576
MHmmp,ICHmw5,0.770547764
SBSdk,ESSFmv2,0.770532634
CWHws2,MSdc1,0.770503568
MSdm1,ESSFdv2,0.770501034
ESSFwmw,IDFdk2,0.770495817
ESSFxc1,ESSFwk2,0.770473686
SBSmw,ESSFwv,0.770459187
ESSFmmw,SWBmks,0.770458707
CWHwm,ESSFwm3,0.77045611
IDFww1,ICHdm,0.770449304
ESSFmw1,ESSFwk2,0.770428546
ESSFwh2,IDFxx2,0.770411786
MHun,SBPSmk,0.770409054
ESSFwc2,IDFdc,0.770407362
ESSFmcw,CWHmm2,0.770395243
ESSFdh1,ESSFxc3,0.770392271
IDFxx1,CWHds1,0.7703825
ICHvk2,SBSmc3,0.770374838
ESSFmw,ESSFwvp,0.770373637
ICHmw2,ESSFdc3,0.770372931
ICHvk2,SBPSdc,0.770370079
ESSFmwp,SBSmh,0.7703664
ESSFmw1,ESSFmv2,0.770359762
SBSdw1,ESSFmm3,0.770313206
MHmm1,ICHwc,0.77031164
CWHws2,ESSFdk2,0.770306138
ESSFxv2,ESSFunp,0.770305644
ICHvk1,IDFdk2,0.770302168
ESSFxc1,CWHwm,0.770296629
ICHwk2,CWHvh3,0.770274896
ESSFwvw,CWHmm2,0.770255641
ESSFdc1,IDFxw,0.770242226
IDFdc,ESSFmk,0.770240836
SBSwk3,ESSFdv2,0.770218442
ESSFdc3,CWHvm1,0.770206926
ICHmk1,MSdv,0.770204845
ICHmc2,MSdc3,0.770195487
ESSFdc3,ESSFwmp,0.770191733
ESSFdk2,ESSFxcp,0.770170032
ICHmw2,ESSFdk1,0.770161798
ICHdw3,SBPSmc,0.770159207
IDFxm,BWBSmw,0.770148944
SBSmw,SBSun,0.770143369
SWBmks,SBSdw2,0.770133398
ESSFdc3,MHmmp,0.770132581
IDFdh,ICHdm,0.770131879
SBSmh,SBSmk2,0.770122485
